YEAR,CNN,FAC_NAME,COUNTY,STATIONS,PROF_NP,CHAIN_OWN,CHAIN_ORG,SURVEY_COUNT,SURVEY_RATE,FAC_STAR,XP_STAR,COMM_SCR,QUALITY_SCR,INFO_SCR,PHYS_SCR,STAFF_SCR,FAC_SCR
2019,52514,SATELLITE HEALTHCARE INC,Santa Clara,42,non_profit,yes,SATELLITE HEALTHCARE,71,,4,,92.0,84.0,85.0,94.0,89.0,92.0
2018,52514,SATELLITE HEALTHCARE INC,Santa Clara,42,non_profit,yes,SATELLITE HEALTHCARE,90,,4,,87.0,79.0,80.0,91.0,86.0,90.0
2024,52515,LOS ALAMITOS HEMODIALYSIS CENTER,Orange,32,profit,no,INDEPENDENT,34,27,4,4,88.0,86.0,77.0,89.0,90.0,91.0
2023,52515,LOS ALAMITOS HEMODIALYSIS CENTER,Orange,32,profit,no,INDEPENDENT,33,26,4,4,86.0,81.0,78.0,91.0,87.0,91.0
2022,52515,LOS ALAMITOS HEMODIALYSIS CENTER,Orange,32,profit,no,INDEPENDENT,,,,,,,,,,
2021,52515,LOS ALAMITOS HEMODIALYSIS CENTER,Orange,32,profit,no,INDEPENDENT,39,,5,,83.0,84.0,70.0,90.0,91.0,92.0
2020,52515,LOS ALAMITOS HEMODIALYSIS CENTER,Orange,32,profit,no,INDEPENDENT,39,,5,,83.0,84.0,70.0,90.0,91.0,92.0
2019,52515,LOS ALAMITOS HEMODIALYSIS CENTER,Orange,32,profit,no,INDEPENDENT,36,,4,,91.0,86.0,79.0,90.0,91.0,92.0
2018,52515,LOS ALAMITOS HEMODIALYSIS CENTER,Orange,32,profit,no,INDEPENDENT,56,,4,,86.0,86.0,75.0,86.0,89.0,89.0
2024,52521,DAVITA ANTELOPE VALLEY DIALYSIS,Los Angeles,30,profit,yes,DAVITA,52,22,3,4,79.0,83.0,78.0,83.0,90.0,88.0
2023,52521,DAVITA ANTELOPE VALLEY DIALYSIS,Los Angeles,30,profit,yes,DAVITA,54,23,2,3,74.0,79.0,79.0,79.0,85.0,82.0
2022,52521,DAVITA ANTELOPE VALLEY DIALYSIS,Los Angeles,30,profit,yes,DAVITA,51,,3,,80.0,79.0,72.0,80.0,85.0,87.0
2021,52521,DAVITA ANTELOPE VALLEY DIALYSIS,Los Angeles,30,profit,yes,DAVITA,69,,2,,73.0,74.0,77.0,80.0,78.0,79.0
2020,52521,DAVITA ANTELOPE VALLEY DIALYSIS,Los Angeles,30,profit,yes,DAVITA,69,,2,,73.0,74.0,77.0,80.0,78.0,79.0
2019,52521,DAVITA ANTELOPE VALLEY DIALYSIS,Los Angeles,30,profit,yes,DAVITA,89,,3,,80.0,78.0,81.0,84.0,84.0,85.0
2018,52521,DAVITA ANTELOPE VALLEY DIALYSIS,Los Angeles,30,profit,yes,DAVITA,102,,1,,70.0,68.0,73.0,77.0,78.0,79.0
2024,52522,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)",Los Angeles,36,profit,no,INDEPENDENT,,,,,,,,,,
2023,52522,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)",Los Angeles,36,profit,no,INDEPENDENT,,,,,,,,,,
2022,52522,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)",Los Angeles,36,profit,no,INDEPENDENT,,,,,,,,,,
2021,52522,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)",Los Angeles,36,profit,no,INDEPENDENT,30,,4,,75.0,76.0,73.0,79.0,86.0,87.0
2020,52522,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)",Los Angeles,36,profit,no,INDEPENDENT,30,,4,,75.0,76.0,73.0,79.0,86.0,87.0
2019,52522,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)",Los Angeles,36,profit,no,INDEPENDENT,,,,,,,,,,
2018,52522,"MOBILE DIALYSIS SERVICES, INC. (COMPTON)",Los Angeles,36,profit,no,INDEPENDENT,,,,,,,,,,
2024,52523,FMC-LONG BEACH,Los Angeles,16,profit,yes,FRESENIUS MEDICAL CARE,32,20,3,3,77.0,78.0,78.0,80.0,83.0,86.0
2023,52523,FMC-LONG BEACH,Los Angeles,16,profit,yes,FRESENIUS MEDICAL CARE,35,21,3,4,84.0,80.0,82.0,86.0,85.0,88.0
2022,52523,FMC-LONG BEACH,Los Angeles,16,profit,yes,FRESENIUS MEDICAL CARE,31,,4,,82.0,77.0,81.0,83.0,82.0,89.0
2021,52523,FMC-LONG BEACH,Los Angeles,16,profit,yes,FRESENIUS MEDICAL CARE,41,,3,,79.0,78.0,83.0,84.0,86.0,86.0
2020,52523,FMC-LONG BEACH,Los Angeles,16,profit,yes,FRESENIUS MEDICAL CARE,41,,3,,79.0,78.0,83.0,84.0,86.0,86.0
2019,52523,FMC-LONG BEACH,Los Angeles,16,profit,yes,FRESENIUS MEDICAL CARE,53,,3,,75.0,79.0,71.0,80.0,88.0,88.0
2018,52523,FMC-LONG BEACH,Los Angeles,16,profit,yes,FRESENIUS MEDICAL CARE,46,,4,,80.0,84.0,78.0,86.0,87.0,89.0
2024,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2023,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2022,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2021,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2020,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2019,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,FRESENIUS MEDICAL CARE,30,,3,,81.0,75.0,75.0,79.0,87.0,86.0
2018,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,FRESENIUS MEDICAL CARE,31,,3,,82.0,81.0,83.0,82.0,89.0,88.0
2024,52525,DAVITA ESCONDIDO DIALYSIS,San Diego,19,profit,yes,DAVITA,53,27,3,4,88.0,84.0,82.0,84.0,86.0,86.0
2023,52525,DAVITA ESCONDIDO DIALYSIS,San Diego,19,profit,yes,DAVITA,48,25,2,4,87.0,84.0,84.0,87.0,85.0,84.0
2022,52525,DAVITA ESCONDIDO DIALYSIS,San Diego,19,profit,yes,DAVITA,48,,4,,89.0,83.0,82.0,88.0,88.0,89.0
2021,52525,DAVITA ESCONDIDO DIALYSIS,San Diego,19,profit,yes,DAVITA,58,,5,,85.0,84.0,86.0,88.0,91.0,92.0
2020,52525,DAVITA ESCONDIDO DIALYSIS,San Diego,19,profit,yes,DAVITA,58,,5,,85.0,84.0,86.0,88.0,91.0,92.0
2019,52525,DAVITA ESCONDIDO DIALYSIS,San Diego,19,profit,yes,DAVITA,72,,4,,88.0,85.0,86.0,87.0,87.0,89.0
2018,52525,DAVITA ESCONDIDO DIALYSIS,San Diego,19,profit,yes,DAVITA,76,,4,,87.0,82.0,83.0,88.0,90.0,92.0
2024,52526,SATELLITE HEALTHCARE INC,Marin,23,non_profit,yes,SATELLITE HEALTHCARE,42,28,4,4,84.0,85.0,82.0,85.0,92.0,92.0
2023,52526,SATELLITE HEALTHCARE INC,Marin,23,non_profit,yes,SATELLITE HEALTHCARE,31,23,5,5,86.0,87.0,84.0,86.0,93.0,96.0
2022,52526,SATELLITE HEALTHCARE INC,Marin,23,non_profit,yes,SATELLITE HEALTHCARE,36,,5,,90.0,89.0,83.0,92.0,95.0,94.0
2021,52526,SATELLITE HEALTHCARE INC,Marin,23,non_profit,yes,SATELLITE HEALTHCARE,44,,5,,84.0,84.0,80.0,85.0,90.0,91.0
2020,52526,SATELLITE HEALTHCARE INC,Marin,23,non_profit,yes,SATELLITE HEALTHCARE,44,,5,,84.0,84.0,80.0,85.0,90.0,91.0
2019,52526,SATELLITE HEALTHCARE INC,Marin,23,non_profit,yes,SATELLITE HEALTHCARE,51,,4,,88.0,82.0,81.0,92.0,91.0,93.0
2018,52526,SATELLITE HEALTHCARE INC,Marin,23,non_profit,yes,SATELLITE HEALTHCARE,62,,5,,84.0,88.0,80.0,89.0,92.0,93.0
2024,52528,DAVITA REDDING DIALYSIS CENTER,Shasta,28,profit,yes,DAVITA,49,25,4,4,87.0,84.0,84.0,90.0,91.0,91.0
2023,52528,DAVITA REDDING DIALYSIS CENTER,Shasta,28,profit,yes,DAVITA,64,33,4,4,86.0,85.0,85.0,88.0,92.0,92.0
2022,52528,DAVITA REDDING DIALYSIS CENTER,Shasta,28,profit,yes,DAVITA,49,,4,,84.0,83.0,81.0,86.0,90.0,92.0
2021,52528,DAVITA REDDING DIALYSIS CENTER,Shasta,28,profit,yes,DAVITA,67,,4,,78.0,79.0,84.0,83.0,86.0,88.0
2020,52528,DAVITA REDDING DIALYSIS CENTER,Shasta,28,profit,yes,DAVITA,67,,4,,78.0,79.0,84.0,83.0,86.0,88.0
2019,52528,DAVITA REDDING DIALYSIS CENTER,Shasta,28,profit,yes,DAVITA,51,,3,,85.0,79.0,84.0,86.0,82.0,85.0
2018,52528,DAVITA REDDING DIALYSIS CENTER,Shasta,28,profit,yes,DAVITA,52,,2,,76.0,78.0,80.0,77.0,81.0,83.0
2024,52531,SATELLITE HEALTHCARE INC,Stanislaus,25,non_profit,yes,SATELLITE HEALTHCARE,43,23,5,5,84.0,88.0,82.0,90.0,92.0,97.0
2023,52531,SATELLITE HEALTHCARE INC,Stanislaus,25,non_profit,yes,SATELLITE HEALTHCARE,40,23,5,5,87.0,87.0,83.0,92.0,94.0,97.0
2022,52531,SATELLITE HEALTHCARE INC,Stanislaus,25,non_profit,yes,SATELLITE HEALTHCARE,34,,4,,91.0,81.0,74.0,89.0,90.0,92.0
2021,52531,SATELLITE HEALTHCARE INC,Stanislaus,25,non_profit,yes,SATELLITE HEALTHCARE,62,,5,,90.0,87.0,85.0,94.0,92.0,95.0
2020,52531,SATELLITE HEALTHCARE INC,Stanislaus,25,non_profit,yes,SATELLITE HEALTHCARE,62,,5,,90.0,87.0,85.0,94.0,92.0,95.0
2019,52531,SATELLITE HEALTHCARE INC,Stanislaus,25,non_profit,yes,SATELLITE HEALTHCARE,84,,5,,87.0,87.0,82.0,91.0,93.0,96.0
2018,52531,SATELLITE HEALTHCARE INC,Stanislaus,25,non_profit,yes,SATELLITE HEALTHCARE,94,,4,,88.0,85.0,87.0,88.0,90.0,92.0
2024,52578,RAI HARDING BLVD,Placer,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2023,52578,RAI HARDING BLVD,Placer,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2022,52578,RAI HARDING BLVD,Placer,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2021,52578,RAI HARDING BLVD,Placer,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2020,52578,RAI HARDING BLVD,Placer,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2019,52578,RAI HARDING BLVD,Placer,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2018,52578,RAI HARDING BLVD,Placer,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2024,52579,FMC-CONEJO VALLEY RENAL CENTER,Ventura,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2023,52579,FMC-CONEJO VALLEY RENAL CENTER,Ventura,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2022,52579,FMC-CONEJO VALLEY RENAL CENTER,Ventura,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2021,52579,FMC-CONEJO VALLEY RENAL CENTER,Ventura,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2020,52579,FMC-CONEJO VALLEY RENAL CENTER,Ventura,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2019,52579,FMC-CONEJO VALLEY RENAL CENTER,Ventura,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2018,52579,FMC-CONEJO VALLEY RENAL CENTER,Ventura,16,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2024,52580,DAVITA COVINA DIALYSIS CENTER,Los Angeles,17,profit,yes,DAVITA,30,19,4,5,87.0,83.0,89.0,88.0,92.0,92.0
2023,52580,DAVITA COVINA DIALYSIS CENTER,Los Angeles,17,profit,yes,DAVITA,,,,,,,,,,
2022,52580,DAVITA COVINA DIALYSIS CENTER,Los Angeles,17,profit,yes,DAVITA,,,,,,,,,,
2021,52580,DAVITA COVINA DIALYSIS CENTER,Los Angeles,17,profit,yes,DAVITA,35,,5,,85.0,81.0,89.0,87.0,92.0,92.0
2020,52580,DAVITA COVINA DIALYSIS CENTER,Los Angeles,17,profit,yes,DAVITA,35,,5,,85.0,81.0,89.0,87.0,92.0,92.0
2019,52580,DAVITA COVINA DIALYSIS CENTER,Los Angeles,17,profit,yes,DAVITA,38,,5,,83.0,87.0,82.0,86.0,92.0,94.0
2018,52580,DAVITA COVINA DIALYSIS CENTER,Los Angeles,17,profit,yes,DAVITA,44,,4,,85.0,86.0,79.0,83.0,91.0,92.0
2024,52581,U.S. RENAL CARE GARDENA DIALYSIS - REDONDO,Los Angeles,17,profit,yes,"US RENAL CARE, INC.",43,26,4,3,74.0,77.0,68.0,82.0,88.0,90.0
2023,52581,U.S. RENAL CARE GARDENA DIALYSIS - REDONDO,Los Angeles,17,profit,yes,"US RENAL CARE, INC.",38,27,3,3,75.0,72.0,66.0,82.0,87.0,87.0
2022,52581,U.S. RENAL CARE GARDENA DIALYSIS - REDONDO,Los Angeles,17,profit,yes,"US RENAL CARE, INC.",37,,3,,74.0,77.0,68.0,78.0,86.0,85.0
2021,52581,U.S. RENAL CARE GARDENA DIALYSIS - REDONDO,Los Angeles,17,profit,yes,"US RENAL CARE, INC.",40,,3,,82.0,82.0,77.0,83.0,85.0,86.0
2020,52581,U.S. RENAL CARE GARDENA DIALYSIS - REDONDO,Los Angeles,17,profit,yes,"US RENAL CARE, INC.",40,,3,,82.0,82.0,77.0,83.0,85.0,86.0
2019,52581,U.S. RENAL CARE GARDENA DIALYSIS - REDONDO,Los Angeles,17,profit,yes,"US RENAL CARE, INC.",49,,2,,78.0,73.0,74.0,83.0,79.0,81.0
2018,52581,U.S. RENAL CARE GARDENA DIALYSIS - REDONDO,Los Angeles,17,profit,yes,"US RENAL CARE, INC.",52,,1,,80.0,74.0,75.0,83.0,78.0,80.0
2024,52583,MONTEREY PENINSULA DIALYSIS,Monterey,18,profit,yes,INNOVATIVE DIALYSIS SYSTEMS,53,37,3,3,76.0,77.0,77.0,78.0,83.0,86.0
2023,52583,MONTEREY PENINSULA DIALYSIS,Monterey,18,profit,yes,INNOVATIVE DIALYSIS SYSTEMS,46,33,2,2,81.0,75.0,72.0,83.0,81.0,84.0
2022,52583,MONTEREY PENINSULA DIALYSIS,Monterey,18,profit,yes,INNOVATIVE DIALYSIS SYSTEMS,,,,,,,,,,
2021,52583,MONTEREY PENINSULA DIALYSIS,Monterey,18,profit,yes,INNOVATIVE DIALYSIS SYSTEMS,41,,3,,90.0,80.0,78.0,90.0,85.0,86.0
2020,52583,MONTEREY PENINSULA DIALYSIS,Monterey,18,profit,yes,INNOVATIVE DIALYSIS SYSTEMS,41,,3,,90.0,80.0,78.0,90.0,85.0,86.0
2019,52583,MONTEREY PENINSULA DIALYSIS,Monterey,18,profit,yes,INNOVATIVE DIALYSIS SYSTEMS,49,,4,,87.0,82.0,77.0,92.0,88.0,90.0
2018,52583,MONTEREY PENINSULA DIALYSIS,Monterey,18,profit,yes,INNOVATIVE DIALYSIS SYSTEMS,44,,4,,92.0,85.0,82.0,92.0,90.0,91.0
2024,52590,FMC-RAI-COMPTON-LOS ANGELES,Los Angeles,26,profit,yes,FRESENIUS MEDICAL CARE,33,19,3,3,83.0,78.0,73.0,88.0,84.0,87.0
2023,52590,FMC-RAI-COMPTON-LOS ANGELES,Los Angeles,26,profit,yes,FRESENIUS MEDICAL CARE,36,22,3,3,82.0,79.0,74.0,86.0,85.0,87.0
2022,52590,FMC-RAI-COMPTON-LOS ANGELES,Los Angeles,26,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2021,52590,FMC-RAI-COMPTON-LOS ANGELES,Los Angeles,26,profit,yes,FRESENIUS MEDICAL CARE,44,,3,,83.0,77.0,70.0,87.0,84.0,83.0
2020,52590,FMC-RAI-COMPTON-LOS ANGELES,Los Angeles,26,profit,yes,FRESENIUS MEDICAL CARE,44,,3,,83.0,77.0,70.0,87.0,84.0,83.0
2019,52590,FMC-RAI-COMPTON-LOS ANGELES,Los Angeles,26,profit,yes,FRESENIUS MEDICAL CARE,47,,3,,78.0,76.0,71.0,85.0,84.0,88.0
2018,52590,FMC-RAI-COMPTON-LOS ANGELES,Los Angeles,26,profit,yes,FRESENIUS MEDICAL CARE,45,,2,,79.0,78.0,59.0,83.0,81.0,84.0
2024,52591,DAVITA POMONA DIALYSIS,Los Angeles,32,profit,yes,DAVITA,48,20,4,4,83.0,81.0,79.0,90.0,90.0,91.0
2023,52591,DAVITA POMONA DIALYSIS,Los Angeles,32,profit,yes,DAVITA,58,24,4,4,85.0,83.0,83.0,91.0,90.0,92.0
2022,52591,DAVITA POMONA DIALYSIS,Los Angeles,32,profit,yes,DAVITA,37,,4,,83.0,81.0,85.0,88.0,91.0,88.0
2021,52591,DAVITA POMONA DIALYSIS,Los Angeles,32,profit,yes,DAVITA,67,,5,,82.0,82.0,85.0,86.0,88.0,91.0
2020,52591,DAVITA POMONA DIALYSIS,Los Angeles,32,profit,yes,DAVITA,67,,5,,82.0,82.0,85.0,86.0,88.0,91.0
2019,52591,DAVITA POMONA DIALYSIS,Los Angeles,32,profit,yes,DAVITA,79,,4,,86.0,85.0,85.0,87.0,91.0,92.0
2018,52591,DAVITA POMONA DIALYSIS,Los Angeles,32,profit,yes,DAVITA,108,,4,,83.0,82.0,82.0,85.0,87.0,89.0
2022,52539,DAVITA LAKEWOOD DIALYSIS CENTER,Los Angeles,30,profit,yes,DAVITA,36,,4,,80.0,86.0,81.0,84.0,91.0,92.0
2021,52539,DAVITA LAKEWOOD DIALYSIS CENTER,Los Angeles,30,profit,yes,DAVITA,82,,5,,81.0,82.0,83.0,87.0,89.0,91.0
2020,52539,DAVITA LAKEWOOD DIALYSIS CENTER,Los Angeles,30,profit,yes,DAVITA,82,,5,,81.0,82.0,83.0,87.0,89.0,91.0
2019,52539,DAVITA LAKEWOOD DIALYSIS CENTER,Los Angeles,30,profit,yes,DAVITA,98,,4,,81.0,83.0,83.0,84.0,88.0,91.0
2018,52539,DAVITA LAKEWOOD DIALYSIS CENTER,Los Angeles,30,profit,yes,DAVITA,111,,4,,83.0,83.0,84.0,86.0,89.0,89.0
2024,52541,DAVITA PALM SPRINGS DIALYSIS,Riverside,20,profit,yes,DAVITA,50,29,2,3,80.0,76.0,76.0,86.0,82.0,80.0
2023,52541,DAVITA PALM SPRINGS DIALYSIS,Riverside,20,profit,yes,DAVITA,40,23,1,2,77.0,74.0,75.0,84.0,82.0,79.0
2022,52541,DAVITA PALM SPRINGS DIALYSIS,Riverside,20,profit,yes,DAVITA,44,,2,,71.0,77.0,76.0,72.0,75.0,78.0
2021,52541,DAVITA PALM SPRINGS DIALYSIS,Riverside,20,profit,yes,DAVITA,54,,1,,74.0,74.0,79.0,78.0,76.0,76.0
2020,52541,DAVITA PALM SPRINGS DIALYSIS,Riverside,20,profit,yes,DAVITA,54,,1,,74.0,74.0,79.0,78.0,76.0,76.0
2019,52541,DAVITA PALM SPRINGS DIALYSIS,Riverside,20,profit,yes,DAVITA,56,,2,,75.0,77.0,84.0,80.0,84.0,83.0
2018,52541,DAVITA PALM SPRINGS DIALYSIS,Riverside,20,profit,yes,DAVITA,72,,1,,77.0,75.0,76.0,82.0,81.0,80.0
2024,52543,FMC EUREKA,Humboldt,15,profit,yes,FRESENIUS MEDICAL CARE,44,36,2,3,78.0,78.0,89.0,84.0,83.0,81.0
2023,52543,FMC EUREKA,Humboldt,15,profit,yes,FRESENIUS MEDICAL CARE,38,32,3,4,81.0,83.0,84.0,87.0,86.0,86.0
2022,52543,FMC EUREKA,Humboldt,15,profit,yes,FRESENIUS MEDICAL CARE,,,,,,,,,,
2021,52543,FMC EUREKA,Humboldt,15,profit,yes,FRESENIUS MEDICAL CARE,49,,3,,71.0,79.0,79.0,86.0,85.0,84.0
2020,52543,FMC EUREKA,Humboldt,15,profit,yes,FRESENIUS MEDICAL CARE,49,,3,,71.0,79.0,79.0,86.0,85.0,84.0
2019,52543,FMC EUREKA,Humboldt,15,profit,yes,FRESENIUS MEDICAL CARE,51,,2,,77.0,80.0,79.0,80.0,84.0,82.0
2018,52543,FMC EUREKA,Humboldt,15,profit,yes,FRESENIUS MEDICAL CARE,58,,3,,76.0,81.0,82.0,84.0,88.0,86.0
2024,52544,FMC-CULVER CITY DIALYSIS,Los Angeles,24,profit,yes,FRESENIUS MEDICAL CARE,46,24,3,3,81.0,76.0,58.0,85.0,85.0,86.0
2023,52544,FMC-CULVER CITY DIALYSIS,Los Angeles,24,profit,yes,FRESENIUS MEDICAL CARE,45,24,2,3,80.0,75.0,60.0,82.0,83.0,84.0
2022,52544,FMC-CULVER CITY DIALYSIS,Los Angeles,24,profit,yes,FRESENIUS MEDICAL CARE,42,,3,,87.0,82.0,65.0,90.0,86.0,86.0
2021,52544,FMC-CULVER CITY DIALYSIS,Los Angeles,24,profit,yes,FRESENIUS MEDICAL CARE,54,,4,,83.0,79.0,72.0,88.0,85.0,88.0
2020,52544,FMC-CULVER CITY DIALYSIS,Los Angeles,24,profit,yes,FRESENIUS MEDICAL CARE,54,,4,,83.0,79.0,72.0,88.0,85.0,88.0
2019,52544,FMC-CULVER CITY DIALYSIS,Los Angeles,24,profit,yes,FRESENIUS MEDICAL CARE,59,,3,,83.0,78.0,77.0,88.0,87.0,87.0
2018,52544,FMC-CULVER CITY DIALYSIS,Los Angeles,24,profit,yes,FRESENIUS MEDICAL CARE,69,,3,,84.0,78.0,77.0,87.0,83.0,86.0
2024,52545,U.S. RENAL CARE NORTHRIDGE DIALYSIS,Los Angeles,24,profit,yes,"US RENAL CARE, INC.",62,24,2,2,75.0,77.0,72.0,81.0,82.0,84.0
2023,52545,U.S. RENAL CARE NORTHRIDGE DIALYSIS,Los Angeles,24,profit,yes,"US RENAL CARE, INC.",58,25,2,2,75.0,73.0,74.0,80.0,78.0,81.0
2022,52545,U.S. RENAL CARE NORTHRIDGE DIALYSIS,Los Angeles,24,profit,yes,"US RENAL CARE, INC.",35,,3,,74.0,73.0,66.0,83.0,83.0,86.0
2021,52545,U.S. RENAL CARE NORTHRIDGE DIALYSIS,Los Angeles,24,profit,yes,"US RENAL CARE, INC.",70,,3,,82.0,77.0,76.0,84.0,83.0,83.0
2020,52545,U.S. RENAL CARE NORTHRIDGE DIALYSIS,Los Angeles,24,profit,yes,"US RENAL CARE, INC.",70,,3,,82.0,77.0,76.0,84.0,83.0,83.0
2019,52545,U.S. RENAL CARE NORTHRIDGE DIALYSIS,Los Angeles,24,profit,yes,"US RENAL CARE, INC.",79,,2,,82.0,72.0,75.0,85.0,79.0,82.0
2018,52545,U.S. RENAL CARE NORTHRIDGE DIALYSIS,Los Angeles,24,profit,yes,"US RENAL CARE, INC.",78,,2,,81.0,74.0,76.0,85.0,80.0,82.0
2024,52546,DAVITA DALY CITY DIALYSIS,San Mateo,34,profit,yes,DAVITA,,,,,,,,,,
2023,52546,DAVITA DALY CITY DIALYSIS,San Mateo,34,profit,yes,DAVITA,79,28,4,5,88.0,87.0,87.0,90.0,91.0,91.0
2022,52546,DAVITA DALY CITY DIALYSIS,San Mateo,34,profit,yes,DAVITA,82,,4,,86.0,87.0,83.0,90.0,89.0,88.0
2021,52546,DAVITA DALY CITY DIALYSIS,San Mateo,34,profit,yes,DAVITA,109,,4,,85.0,83.0,83.0,86.0,89.0,90.0
2020,52546,DAVITA DALY CITY DIALYSIS,San Mateo,34,profit,yes,DAVITA,109,,4,,85.0,83.0,83.0,86.0,89.0,90.0
2019,52546,DAVITA DALY CITY DIALYSIS,San Mateo,34,profit,yes,DAVITA,107,,4,,89.0,87.0,84.0,92.0,92.0,91.0
2018,52546,DAVITA DALY CITY DIALYSIS,San Mateo,34,profit,yes,DAVITA,125,,4,,84.0,85.0,81.0,87.0,90.0,92.0
2024,52549,FMC-BURBANK,Los Angeles,21,profit,yes,FRESENIUS MEDICAL CARE,38,21,3,3,80.0,78.0,78.0,86.0,80.0,88.0
2023,52549,FMC-BURBANK,Los Angeles,21,profit,yes,FRESENIUS MEDICAL CARE,44,25,3,4,88.0,81.0,77.0,89.0,84.0,86.0
2022,52549,FMC-BURBANK,Los Angeles,21,profit,yes,FRESENIUS MEDICAL CARE,40,,3,,82.0,75.0,71.0,90.0,84.0,86.0
2021,52549,FMC-BURBANK,Los Angeles,21,profit,yes,FRESENIUS MEDICAL CARE,50,,5,,89.0,82.0,84.0,94.0,92.0,93.0
2020,52549,FMC-BURBANK,Los Angeles,21,profit,yes,FRESENIUS MEDICAL CARE,50,,5,,89.0,82.0,84.0,94.0,92.0,93.0
2019,52549,FMC-BURBANK,Los Angeles,21,profit,yes,FRESENIUS MEDICAL CARE,46,,4,,89.0,85.0,74.0,92.0,91.0,93.0
2018,52549,FMC-BURBANK,Los Angeles,21,profit,yes,FRESENIUS MEDICAL CARE,58,,5,,89.0,85.0,77.0,91.0,91.0,93.0
2024,52550,LOMA LINDA UNIVERSITY KIDNEY CENTER,San Bernardino,19,non_profit,no,INDEPENDENT,,,,,,,,,,
2023,52550,LOMA LINDA UNIVERSITY KIDNEY CENTER,San Bernardino,19,non_profit,no,INDEPENDENT,,,,,,,,,,
2022,52550,LOMA LINDA UNIVERSITY KIDNEY CENTER,San Bernardino,19,non_profit,no,INDEPENDENT,,,,,,,,,,
2021,52550,LOMA LINDA UNIVERSITY KIDNEY CENTER,San Bernardino,19,non_profit,no,INDEPENDENT,37,,5,,83.0,83.0,80.0,84.0,90.0,92.0
2020,52550,LOMA LINDA UNIVERSITY KIDNEY CENTER,San Bernardino,19,non_profit,no,INDEPENDENT,37,,5,,83.0,83.0,80.0,84.0,90.0,92.0
2019,52550,LOMA LINDA UNIVERSITY KIDNEY CENTER,San Bernardino,19,non_profit,no,INDEPENDENT,51,,5,,88.0,86.0,86.0,88.0,92.0,94.0
2018,52550,LOMA LINDA UNIVERSITY KIDNEY CENTER,San Bernardino,19,non_profit,no,INDEPENDENT,51,,5,,83.0,86.0,86.0,84.0,91.0,94.0
2024,52552,DAVITA UPLAND DIALYSIS,San Bernardino,24,profit,yes,DAVITA,44,24,3,3,68.0,83.0,77.0,76.0,87.0,88.0
2023,52552,DAVITA UPLAND DIALYSIS,San Bernardino,24,profit,yes,DAVITA,48,28,3,3,70.0,81.0,81.0,78.0,88.0,86.0
2022,52552,DAVITA UPLAND DIALYSIS,San Bernardino,24,profit,yes,DAVITA,42,,3,,81.0,85.0,82.0,81.0,86.0,86.0
2021,52552,DAVITA UPLAND DIALYSIS,San Bernardino,24,profit,yes,DAVITA,55,,4,,79.0,79.0,82.0,83.0,85.0,89.0
2020,52552,DAVITA UPLAND DIALYSIS,San Bernardino,24,profit,yes,DAVITA,55,,4,,79.0,79.0,82.0,83.0,85.0,89.0
2019,52552,DAVITA UPLAND DIALYSIS,San Bernardino,24,profit,yes,DAVITA,51,,3,,80.0,81.0,86.0,87.0,87.0,87.0
2018,52552,DAVITA UPLAND DIALYSIS,San Bernardino,24,profit,yes,DAVITA,67,,4,,80.0,84.0,82.0,85.0,90.0,89.0
